,Unnamed: 0,date,platform,url,title,body,author,tags,num_comments,score
479,480,1621826792.0,Stack Overflow,https://stackoverflow.com/questions/67666323/how-to-remove-undefine-variable-error-in-scilab,how to remove undefine variable error in scilab?,"<pre><code>im=imread('C:\Users\user\Desktop\DIP LAB\PRACTICAL IMG.jpg')
[row col byt]=size(im);
a=im(:,:,1); 
b=im(:,:,2); 
c=im(:,:,3); 
a=double(a); 
b=double(b); 
c=double(c); 
for x=1:1:row 
for y=1:1:col 
new(x,y)=(a(x,y)+b(x,y)+c(x,y))/3; 
new1(x,y)=0.3*a(x,y)+0.59*b(x,y)+0.11*c(x,y); 
end 
end 
figure(1) 
imshow(uint8(im)) 
figure(2)
imshow(uint8(new)) 
figure(3) 
imshow(uint8(new1))

Undefined variable: new1
</code></pre>
<p>I was performing a practical of digital image processing in Scilab, Converting a color image into a grey level image. the program executed completely at first but after 2 executions it is throwing an error as &quot;undefined variable new1&quot;. can anyone please tell me where it is going wrong?</p>
",prachi suravse,"['matlab', 'image-processing', 'syntax-error', 'scilab']",1.0,-1.0
480,481,1621693386.0,Stack Overflow,https://stackoverflow.com/questions/67650561/calculate-average-value-of-sst-data-of-a-whole-month,Calculate average value of SST data of a whole month,"<p>I have SST data for 30 days of one rigion. However, part of daily (several days) data is missed, as shown in the following figure. So, I want to calculate the average value of these obtained SST data for these 30 days. Since some of the days are missed.</p>
<p>I am wondering how can I calculate the average SST value for these 30 days? My data is in .mat format.</p>
<p>For example, is there any function (in Matlab or Python) I can use to calculate the average value even though some of the data are missed?</p>
<p>Note: the 'NaN' indicates the missed data.</p>
<p>Thanks in advance!</p>
<p><a href=""https://i.stack.imgur.com/w36mj.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/w36mj.png"" alt=""enter image description here"" /></a></p>
",Melina,"['matlab', 'model.matrix', 'digital-ocean-spaces', 'sst']",1.0,0.0
481,482,1559508417.0,Stack Overflow,https://stackoverflow.com/questions/56418843/how-to-create-a-struct-or-type-from-a-dictionary-in-julia,How to create a struct or type from a dictionary in Julia?,"<p>I have imported a bunch of data from a .mat file (MATLAB format) and they come as dictionarys, but it's kind of anoying using them, so I wanted to pass it for a struct. I know I can do this:</p>

<pre><code>using MAT

struct model
    trans
    means
    vars
end

vars = matread(""data.mat"")
hmm1=model(vars[""hmm1""][""trans""],vars[""hmm1""][""means""],vars[""hmm1""][""vars""])
</code></pre>

<p>Is there a way to do this without typing every key of the dictionay?</p>
",Gabriel Machado,"['matlab', 'dictionary', 'struct', 'julia']",2.0,4.0
482,483,1367391042.0,Stack Overflow,https://stackoverflow.com/questions/16313949/how-to-plot-joint-distribtuion-of-2-random-variable-having-1000-data,how to plot joint distribtuion of 2 random variable having 1000 data,"<p>here is the code i wrote to generate probability distribtuion of two random variable. now i would like to plot JPD.</p>

<pre><code>clear all;
clc;

x1 = randn(1000,1);
x2 = 10*randn(1000,1);

[count_1, b] = hist(x1, 25);   %25 bins
pd1 = count_1 / length(x1) / (b(2) -  b(1));   % probability distribution function of x1

[count_2, bn] = hist(x2, 25);   %25 bins
pd2 = count_2 / length(x2) / (bn(2) -  bn(1));    % probabitlity distribtuion function of x2

%subplot(2,2,1), plot(x,s1)
%subplot(2,2,2),plot(x,s2)
%subplot(2,2,1),plot(b,pd1)
%subplot(2,2,2),plot(bn,pd2)
</code></pre>

<p>I am trying hard to get ans..plz any help out there..i have been tryihng over a month
Thanks..</p>
",user2338553,"['matlab', 'math', 'statistics', 'probability', 'bayesian']",1.0,0.0
483,484,1621892941.0,Stack Overflow,https://stackoverflow.com/questions/67679330/model-predictive-controllers-for-an-induction-motor-drive-in-openmodelica,Model Predictive Controllers for an Induction Motor Drive in openModelica,"<p>I have developed a model predictive controller that select the best fit voltage vector for an inverter driven Induction motor system. Plant model of Induction motor is also developed in openModelica. The sampling time of converter is 1e-4 and it do have if and when event as a part of its optimization strategy. The differential equations to be solved sits in the plant model which is a equation based mathematical model. The solver settings are 'Euler' '1e-6' time interval. I am able to develop the controller and model in MATLAB Simulink properly but with a causal approach. The controller is  fast changing system and plant being a physical entity is slow moving. My doubt is that will  triggering the if and when events within a sampling time of 1e-4 will affect the integration, how can we make sure the controller algorithm has executed all its instruction before the next sampling trigger arrives.</p>
",AKHIL NANDAN,"['matlab', 'modelica', 'cfmutabledictionary']",0.0,0.0
484,485,1621875402.0,Stack Overflow,https://stackoverflow.com/questions/67676023/how-to-use-matlabs-interp2-function-in-python,How to use Matlab&#39;s interp2 function in python?,"<p>Other answers on her have not fully clarified for me.
in matlab I have the code:</p>
<pre><code>z_geoid = interp2(geoid.lon,geoid.lat,geoid.z,Lon_interp,Lat_interp)
</code></pre>
<p>which produces an array of size 1763,1 (1763 is size of Lon_interp and Lat_interp)</p>
<p>In python I have written:</p>
<pre><code>from scipy.interpolate import interp2d
f = interp2d(lon_geoid,lat_geoid,H_geoid.)
z_geoid = f(Lon_interp,Lat_interp)
</code></pre>
<p>But this produces an array of size 1763,1763.
I think the problem is how the interpolation operates at the query points in matlab but I am not sure.</p>
<p>minimal reproducible example:</p>
<pre><code>x = [1,2,3,4]
y = [5,6]
z = [ [1,2]
      [3,4]
      [5,6]
      [7,8] ]
xi = [1,2,3]  #these are query points
yi = [4,5,6]
z_query = interp2(x,y,z,xi,yi)
</code></pre>
<p>i'm not sure if this would run, but the output should basically be and xi length array. The goal is to make interp2 assess z(xi,yi) based on the interpolation of z(x,y) and spit out z_query</p>
",satr0145,"['python', 'matlab']",0.0,-2.0
485,486,1621860626.0,Stack Overflow,https://stackoverflow.com/questions/67672355/plotting-the-dc-component-of-a-fourier-series-in-matlab,Plotting the DC component of a Fourier Series in MATLAB,"<p>I am trying to plot the DC component of the Fourier Series together with the harmonics in the first panel. But the first panel only outputs the harmonics. Please help me in solving this one. Below is my code and output plot.</p>
<pre><code>n = 30;
x = (0:300)/100;
xx = 2*x;
ao = 1/2;           %DC component
f = ones(1,301)*ao;
for i = 1:2:n
    bn = 2/pi/i;
    bnx = bn*sin(2*pi*i*x);
    f = f + bnx;
    subplot(1,2,1)
    plot(xx,ao)     %Plotting of DC component
    hold on
    plot(xx,bnx)
    hold on
    subplot(1,2,2)
    plot(xx,f)
    hold off
end
</code></pre>
<p><a href=""https://i.stack.imgur.com/u9Gsh.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/u9Gsh.png"" alt=""Output Plot"" /></a></p>
",Asher Remigio,"['matlab', 'plot']",1.0,0.0
486,487,1462517288.0,Stack Overflow,https://stackoverflow.com/questions/37066040/morlet-wavelet-transformation-function-returns-nonsensical-plot,Morlet wavelet transformation function returns nonsensical plot,"<p>I have written a matlab function (Version 7.10.0.499 (R2010a)) to evaluate incoming FT signal and calculate the morlet wavelet for the signal. I have a similar program, but I needed to make it more readable and closer to mathematical lingo. The output plot is supposed to be a 2D plot with colour showing the intensity of the frequencies. My plot seems to have all frequencies the same per time. The program does make an fft per row of time for each frequency, so I suppose another way to look at it is that the same line repeats itself per step in my for loop. The issue is I have checked with the original program, which does return the correct plot, and I cannot locate any difference beyond what I named the values and how I organized the code.</p>
<pre><code>function[msg] = mile01_wlt(FT_y, f_mn, f_mx, K, N, F_s)
%{
Fucntion to perform a full wlt of a morlet wavelett.
optimization of the number of frequencies to be included. 
FT_y satisfies the FT(x) of 1 envelope and is our ft signal.
f min and max enter into the analysis and are decided from 
the f-image for optimal values.
While performing the transformation there are different scalings
on the resulting &quot;intensity&quot;.
Plot is made with a 2D array and a colour code for intensity. 
version 05.05.2016
%}

%--------------------------------------------------------------%
%{
tableofcontents:
    1: determining nr. of analysis f, prints and readies f's to be used.
    2: ensuring correct orientation of FT_y
    3:defining arrays
    4: declaring waveletdiagram and storage of frequencies
    5: for-loop over all frequencies:
    6: reducing file to manageable size by truncating time.
    7: marking plot to highlight (&quot;randproblemer&quot;)
    8: plotting waveletdiagram
%}

%--------------------------------------------------------------%
%1: determining nr. of analysis f, prints and readies f's to be used.
    DF = floor( log(f_mx/f_mn) / log(1+( 1/(8*K) ) ) ) + 1;% f-spectre analysed
    nr_f_analysed = DF              %output to commandline
    f_step = (f_mx/f_mn)^(1/(DF-1)); % multiplicative step for new f_a
    f_a = f_mn; %[Hz] frequency of analysis
    T = N/F_s; %[s] total time sampled
    C = 2.0; % factor to scale Psi

%--------------------------------------------------------------%
%2: ensuring correct orientation of FT_y
    siz = size(FT_y);
    if (siz(2)&gt;siz(1)) 
        FT_y = transpose(FT_y);
    end;

%--------------------------------------------------------------%    
%3:defining arrays
    t = linspace(0, T*(N-1)/N, N); %[s] timespan
    f = linspace(0, F_s*(N-1)/N, N); %[Hz] f-specter

%--------------------------------------------------------------%
%4: declaring waveletdiagram and storage of frequencies
    WLd = zeros(DF,N); % matrix of DF rows and N columns for storing our wlt
    f_store = zeros(1,DF); % horizontal array for storing DF frequencies

%--------------------------------------------------------------%
%5: for-loop over all frequencies:
    for jj = 1:DF
        o = (K/f_a)*(K/f_a); %factor sigma
        Psi = exp(- 0*(f-f_a).*(f-f_a)); % FT(\psi) for 1 envelope
        Psi = Psi - exp(-K*K)*exp(- o*(f.*f)); % correctional element
        Psi = C*Psi; %factor. not set in stone
        
        %next step fits 1 row in the WLd (3 alternatives)
        %WLd(jj,:) = abs(ifft(Psi.*transpose(FT_y))); 
        WLd(jj,:) = sqrt(abs(ifft(Psi.*transpose(FT_y))));
        %WLd(jj,:) = sqrt(abs(ifft(Psi.*FT_y))); %for different array sizes
                                                %and emphasizes weaker parts.
        %prep for next round
        f_store (jj) = f_a; % storing used frequencies
        f_a = f_a*f_step; % determines the next step
    end;

%--------------------------------------------------------------%
%6: reducing file to manageable size by truncating time.
    P = floor( (K*F_s) / (24*f_mx) );%24 not set in stone
    using_every_P_point = P %printout to cmdline for monitoring
    N_P = floor(N/P);
    points_in_time = N_P %printout to cmdline for monitoring
    % truncating WLd and time
    WLd2 = zeros(DF,N_P);
    for jj = 1:DF
        for ii = 1:N_P
            WLd2(jj,ii) = WLd(jj,ii*P);
        end
    end
    t_P = zeros(1,N_P);
    for ii = 1:N_P % set outside the initial loop to reduce redundancy
        t_P(ii) = t(ii*P);
    end
    
%--------------------------------------------------------------%
%7: marking plot to highlight boundary value problems
    maxval = max(WLd2);%setting an intensity
    mxv = max(maxval);
    % marks in wl matrix
    for jj= 1:DF
        m = floor( K*F_s / (P*pi*f_store(jj)) ); %finding edges of envelope
        WLd2(jj,m) = mxv/2; % lower limit
        WLd2(jj,N_P-m) = mxv/2;% upper limit
    end
    
%--------------------------------------------------------------%
%8: plotting waveletdiagram
    figure;
    imagesc(t_P, log10(f_store), WLd2, 'Ydata', [1 size(WLd2,1)]);
    set(gca, 'Ydir', 'normal');
    xlabel('Time [s]');
    ylabel('log10(frequency [Hz])');
    %title('wavelet power spectrum'); % for non-sqrt inensities
    title('sqrt(wavelet power spectrum)'); %when calculating using sqrt
    colorbar('location', 'southoutside');
    msg = 'done.';
</code></pre>
<p>There are no error message, so I am uncertain what exactly I am doing wrong.
Hope I followed all the guidelines. Otherwise, I apologize.</p>
<p>edit:
my calling program:
% establishing parameters
N = 2^(16); % | number of points to sample
F_s = 3.2e6; % Hz | samplings frequency
T_t = N/F_s;  % s | length in seconds of sample time
f_c = 2.0e5; % Hz | carrying wave frequency
f_m = 8./T_t; % Hz | modulating wave frequency
w_c = 2<em>pi</em>f_c; % Hz | angular frequency(&quot;omega&quot;) of carrying wave
w_m = 2<em>pi</em>f_m; % Hz | angular frequency(&quot;omega&quot;) of modulating wave</p>
<pre><code>% establishing parameter arrays
t = linspace(0, T_t, N);

% function variables
T_h = 2*f_m.*t; % dimless | 1/2 of the period for square signal

% combined carry and modulated wave
% y(t) eq. 1):
y_t = 0.5.*cos(w_c.*t).*(1+cos(w_m.*t)); 
% y(t) eq. 2):
%     y_t = 0.5.*cos(w_c.*t)+0.25*cos((w_c+w_m).*t)+0.25*cos((w_c-w_m).*t);
%square wave
sq_t = cos(w_c.*t).*(1 - mod(floor(t./T_h), 2)); % sq(t)

% the following can be exchanged between sq(t) and y(t) 

plot(t, y_t)
% plot(t, sq_t)
xlabel('time [s]');
ylabel('signal amplitude');
title('plot of harmonically modulated signal with carrying wave');
% title('plot of square modulated signal with carrying wave');
figure()
hold on

% Fourier transform and plot of freq-image
FT_y = mile01_fftplot(y_t, N, F_s);
% FT_sq = mile01_fftplot(sq_t, N, F_s);

% Morlet wavelet transform and plot of WLdiagram
%determining K, check t-image
K_h = 57*4; % approximation based on 1/4 of an envelope, harmonious
%determining f min and max, from f-image
f_m = 1.995e5; % minimum frequency. chosen to showcase all relevant f
f_M = 2.005e5; % maximum frequency. chosen to showcase all relevant f
%calling wlt function.
name = 'mile'
msg = mile01_wlt(FT_y, f_m, f_M, K_h, N, F_s)
siz = size(FT_y);
if (siz(2)&gt;siz(1)) 
    FT_y = transpose(FT_y);
end;
name = 'arnt'
msg = arnt_wltransf(FT_y, f_m, f_M, K_h, N, F_s)
</code></pre>
<p>The time image has a constant frequency, but the amplitude oscillates resempling a gaussian curve. My code returns a sharply segmented image over time, where each point in time holds only 1 frequency. It should reflect a change in intensity across the spectra over time.
hope that helps and thanks!</p>
",Anders,"['matlab', 'plot', 'wavelet']",1.0,0.0
487,488,1621844222.0,Stack Overflow,https://stackoverflow.com/questions/67668759/how-to-add-author-name-to-created-exe-file-using-matlab-application-compiler,How to add author name to created exe file using MATLAB application compiler?,"<p>I have created a program using MATLAB Application Compiler. But after compiling I can not see author name in exe details. How can I add author name to detail of exe file?</p>
<p>Thanks.<a href=""https://i.stack.imgur.com/IrpVP.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/IrpVP.png"" alt=""enter image description here"" /></a></p>
<p><a href=""https://i.stack.imgur.com/wsMuc.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/wsMuc.png"" alt=""enter image description here"" /></a></p>
",Ahmet G&#246;khan Poyraz,"['matlab', 'executable', 'details']",0.0,0.0
488,489,1621853405.0,Stack Overflow,https://stackoverflow.com/questions/67670782/how-to-add-dot-notation-to-matlab-grammar-antlr,How to add dot notation to matlab grammar (antlr),"<p>I would like to know how to add dot notation to <a href=""https://github.com/antlr/grammars-v4/blob/master/matlab/matlab.g4"" rel=""nofollow noreferrer"">matlab</a> grammar written by Tom Everett. I want to use it for implementation structure array to my program, but I have no idea what to do with the grammar. Can anybody help me please and tell me or direct me what I should change, add or rewrite in the grammar to avoid to token recognition error? I have checked this <a href=""https://stackoverflow.com/questions/52368736/antlr-c-grammar-not-recognizing-dot-notation"">question</a> already, but it does not helped me.</p>
<p>For example with the grammar is not possible parse something like this (matlab struct):</p>
<pre><code>S.a = 1;
S.b = false;
</code></pre>
<p>which cause this error:</p>
<pre><code>line 1:1 token recognition error at: '.a'
line 2:1 token recognition error at: '.b'
</code></pre>
",modryslon,"['matlab', 'antlr', 'grammar', 'notation']",0.0,-1.0
489,490,1621858765.0,Stack Overflow,https://stackoverflow.com/questions/67671993/interpolation-of-arrey-using-interp1,interpolation of arrey using interp1,"<p>I'm not familiar with the Matlab very well, and I  would like to 1D interpolation  &quot;pressure&quot; , between to level of my model and get the value in the point between to level1 and 2:</p>
<p>.............................leve2=height_kol(1,1,2,1)</p>
<p>-----------------------------?(interpolation a value as example pressure)=pbl_pr,pblh</p>
<p>............................level1=height_kol(1,1,1,1)</p>
<p>my_lev=1
pbl_pr(i,j,t)=interpn(height_kol(i,j,my_lev:my_lev+1,t),p_lev(i,j,my_lev:my_lev+1,t),pblh(i,j,t),'linear');</p>
<p>I get this error:
Error using interp1&gt;reshapeAndSortXandV (line 417)
X must be a vector.
could you help me what shall I do?</p>
",sara,['matlab'],0.0,-1.0
490,491,1621667754.0,Stack Overflow,https://stackoverflow.com/questions/67647028/problem-in-calculating-matrix-of-an-array,problem in calculating matrix of an array,"<p>I have 12 matrix 3x3 dimensional,I am suppose to round all of them.as result, I have to have 12 matrix with 3 rows and 3 column .when i ran my code ,i had 12 matrix with 12 rows and 3 column. my code is like that:</p>
<pre><code>c=0;
for i=1:12
   for j=1:3
       newmatrix(i,:,j)= (round(G_SUB_A3_N1(i,:,j),8,'decimal'));
       c=c+1;
    end
end 
</code></pre>
",mourcheh joon,"['arrays', 'matlab', 'matrix']",0.0,0.0
491,492,1621855369.0,Stack Overflow,https://stackoverflow.com/questions/67671222/how-to-compute-an-iir-filter-frequency-response-in-octave-matlab,How to compute an IIR Filter frequency response in Octave/MATLAB,"<p>I'm trying to compute the frequency response of an IIR filter.</p>
<p>The transfer function of the filter is:</p>
<p>          
<img src=""https://i.stack.imgur.com/YEAam.png"" width=""150""></p>
<p>The value of <code>a</code> is computed as:</p>
<pre><code>f     = 1000;
fsamp = 16000;
a     = 1 / (1 + (2 * pi * f) / fsamp); 
</code></pre>
<p>Ok so now I have the transfer function of my IIR filter. How should I now compute the frequency response? I thought about using the <code>freqz</code> function, but I need help defining the arguments, how do i define the numerator and denominator polynomials?</p>
",Granger Obliviate,"['matlab', 'filtering', 'octave']",2.0,0.0
492,493,1522745500.0,Stack Overflow,https://stackoverflow.com/questions/49625895/how-to-retrieve-original-signal-from-power-spectrum,how to retrieve original signal from power spectrum,"<p>I have calculated <code>power spectrum</code> of signal. the steps are:</p>

<ul>
<li>FFT of time signal  </li>
<li>square of absolute value of FFT/length of signal i.e power spectrum</li>
</ul>

<p>Now I want to convert it into time domain. What steps should I follow.</p>
",user33584,"['matlab', 'signal-processing', 'speech-recognition', 'spectral-density']",2.0,0.0
493,494,1621817402.0,Stack Overflow,https://stackoverflow.com/questions/67665552/matlab-accessing-table-fields-from-a-table-in-cell-array,Matlab - Accessing Table fields from a table in cell array,"<p>I have problems accessing a column from a table in a cell array.
I have a matlab function looking like this:</p>
<pre><code>function [tables, rthTables, iGateTables, lastValueTables] = dataEinlesen(~, tcoFiles)

    tables = cell(4,4);
    ...
        for ch
            for pos = folder.channelData(ch + 1).mPlexPos
                            
                ch_pos = [ch + 1, pos + 1];
                tableCyclceCorrOffset_n = allTableCycleCorrOffset{ch_pos};
                test1 = tables{ch_pos};
                test1 = test1.cycle_no;
                test1 = tables{ch_pos}.cycle_no;
                %tables{ch_pos}.cycle_no(end - (tableCyclceCorrOffset_n(end)):end) = tables{ch_pos}.cycle_no(end - (tableCyclceCorrOffset_n(end)):end) + cycleCorrections(1, ch + 1);
                            
                           
            end
                        
                        
        end
        ...

</code></pre>
<p>The test1 lines are only for debugging, what I want to get to work is the line:</p>
<pre><code>tables{ch_pos}.cycle_no(end - (tableCyclceCorrOffset_n(end)):end) = tables{ch_pos}.cycle_no(end - (tableCyclceCorrOffset_n(end)):end) + cycleCorrections(1, ch + 1);
</code></pre>
<p>At the line</p>
<pre><code>test1 = tables{ch_pos}.cycle_no;
</code></pre>
<p>I get the error: Intermediate brace {} indexing produced a comma-separated list with 2 values, but it must produce a single value to
perform subsequent indexing operations.</p>
<p>The two lines before that work perfectly fine:</p>
<pre><code>test1 = tables{ch_pos};
test1 = test1.cycle_no;
</code></pre>
<p>And get the result I want.</p>
<p>Since the function returns the cell array I try to access, I also tried it with the output in  the console and that works as well:</p>
<pre><code>tablesO = dataEinlesen(tcoFile)
test1 = tablesO{1,1}.cycle_no
</code></pre>
<p>So why doesnt</p>
<pre><code>test1 = tables{ch_pos}.cycle_no;
</code></pre>
<p>work inside the function? What am I missing?</p>
<p>Edit:</p>
<p>Tables at that point is a {2501x18 table, [], [], []; 2501x18 table, [], [], []; 2501x18 table, [], [], []; 2501x18 table, [], [], []} cell , so a 2501x18 table at {1,1}, {2,1}, {3,1} and {4,1}</p>
<pre><code>test1 = tables{ch_pos}
</code></pre>
<p>returns a 2501x18 table and</p>
<pre><code>test1 = test1.cycle_no
</code></pre>
<p>makes test1 to a 2501x1 double</p>
<p>Also as said before, the function returns tables as output and when Im doing the same òne-line thing in the console to the output:</p>
<pre><code>test1 = tables{1,1}.cycle_no
</code></pre>
<p>It works and directly returns the 2501x1 double</p>
<p>Edit2:</p>
<p>A complete and minimal example:</p>
<pre><code>function tables = testTables()
%UNTITLED Summary of this function goes here
%   Detailed explanation goes here
tableData = zeros(2501,18);
tableData(:,1) = 0:2500;
tablesVariablesNames = {'cycle_no', 'V_on', 'V_hot', 'V_cold', 't_max', 't_min', 't_delta', 't_p', 't_coolant', 't_c_max', 't_baseplate', 'i_cycle', 'delta_v', 'delta_t_c', 'on_time', 'off_time', 'Duty', 'timestamp'};
tables = cell(4,4);
table_X = array2table(tableData, 'VariableNames', tablesVariablesNames);

for i=1:4
    
    tables{i,1} = table_X;
    
end

test1 = tables{1,1};
test1 = test1.cycle_no;
test1 = tables{1,1}.cycle_no;

end
</code></pre>
<p>The column in question is exactly the same as in my other function. All other columns are just 0s for simplicity. Oddly enough its working perfectly fine in this example case.</p>
<p>Edit3:</p>
<p>I have found the problem and will post an answer here shortly.</p>
",goldarm5,"['matlab', 'cell-array']",2.0,-1.0
494,495,1621852103.0,Stack Overflow,https://stackoverflow.com/questions/67670462/heteroskedasticity-robust-f-statistics-in-matlab,Heteroskedasticity-robust F statistics in matlab,"<p>The F-stat from my standard model (multiple regression) is invalid since heteroskedacity is present. I have used The HAC function and computed the robust SE and new p-values, but how do I find the new robust F-stat?  Is there a function in matlab to do this in a simple way?</p>
",Sylteagurk,"['matlab', 'statistics', 'fstat']",0.0,1.0
495,496,1621850461.0,Stack Overflow,https://stackoverflow.com/questions/67670068/glonass-signal-generator-using-gnss-sdr,GLONASS signal generator using GNSS-SDR,"<p>Hi everybody I try to create a GLONASS signals simulator using GNSS-SDR software. fortunately, in ubuntu (the last version of ubuntu), it was installed without any problem, but still, there is a problem which I cannot generate GLONASS signals using GNSS-SDR and ephemeris files (already download from the NASA website).<br />
it is good to say that in the windows I successfully implement a GPS signals generator using GPS-SDR-sim and played it with a simple bladeRF. but there is no application and any repository that can generate GLONASS signals.
if you have any idea about my problem, I appreciate knowing your answer.
best wishes to you.</p>
",M.Mahdi Sayadi,"['c++', 'matlab', 'gps', 'android-gnss']",0.0,0.0
496,497,1590635706.0,Stack Overflow,https://stackoverflow.com/questions/62056411/stepper-motor-control-with-dm320t-raspberry-pi-3b-and-matlab,"Stepper Motor Control with DM320T, Raspberry Pi 3B and MATLAB","<p>I need help troubleshooting my stepper motor control setup. I am trying to rotate a stepper motor a certain angle at a given speed. I connected and program the setup as follows but I can't get the stepper motor to move. I suspect it is my code, however, I found little coding resource online about this. I would appreciate any help and/or suggestions.</p>

<p><strong>Connections and Wiring:</strong> </p>

<p><a href=""https://i.stack.imgur.com/5oLnr.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/5oLnr.png"" alt=""Connections and Wiring""></a></p>

<p><strong>MATLAB Program:</strong></p>

<pre><code>clear all;  clc;
MainRasp = raspi('192.168.1.134', 'pi','raspberry');
ENA = 4;
DIR = 17;
PUL = 18;

configurePin(MainRasp, PUL, 'DigitalOutput');
configurePin(MainRasp, DIR, 'DigitalOutput');
configurePin(MainRasp, ENA, 'DigitalOutput');

writeDigitalPin(MainRasp, PUL, 1);
writeDigitalPin(MainRasp, DIR, 0);
writeDigitalPin(MainRasp, ENA, 1);

angle = 40;
steps_per_rev = 100;
micro_step = 8;

angle_per_step = 360/(steps_per_rev*micro_step);
numSteps = floor(angle/angle_per_step);

for step = 1:numSteps
    writeDigitalPin(MainRasp, PUL, 1);
    pause(0.001);
    writeDigitalPin(MainRasp, PUL, 0);
    pause(0.001);    
end
</code></pre>

<p>UPDATE:
My connections and program are right. I found out that the stepper motor driver (DM320T) I used requires a digital signal voltage of 4-5v (for High) for PUL. However, the raspberry pi digital pin doles out a 0-3.3v. In effect, it was still read by the DM320T as a Low. </p>

<p>As a result, I switched to an Arduino Micro which has a digital pin voltage of 0-5v and capable of providing the requirement for PUL. </p>

<p>Thanks to everyone that commented.</p>
",Sam Ade,"['matlab', 'raspberry-pi', 'stepper', 'motordriver']",1.0,1.0
497,498,1578319917.0,Stack Overflow,https://stackoverflow.com/questions/59613604/initialize-buildable-matlab-simulink-model-with-parameters-from-sqlite-database,Initialize buildable Matlab Simulink Model with parameters from SQLite Database,"<p><strong>Context:</strong> I have a huge Simulink Model that is going to be used for automated simulations on a Debian 10. Therefore it has to be built as standalone C-Code using the Matlab Coder. This code is then called to start the simulation.</p>
<p><strong>What I need:</strong> I need to find a way to initialize my built model with ~500 parameters. These change with each simulation run and are stored in a SQLite file. The goal is to have parameters written to the database, then start the Model which reads the parameters from SQLite during initialization (presumably using the InitFcn Model Callback, although I'm open to alternatives).</p>
<p><strong>What I have tried:</strong></p>
<ol>
<li><p>Direct SQL interface: I tried to use a direct Matlab-SQL interface such as JDBC (since I don't have access to the Database-toolbox) but those are <a href=""https://de.mathworks.com/help/simulink/ug/functions-and-objects-supported-for-cc-code-generation.html"" rel=""nofollow noreferrer"">not supported</a> for Code generation.</p>
</li>
<li><p>Write a C-function that reads the SQLite file, then call the function during initialization in the InitFcn Callback using <a href=""https://de.mathworks.com/help/simulink/slref/coder.ceval.html"" rel=""nofollow noreferrer"">coder.ceval</a> like this:</p>
</li>
</ol>
<pre><code>   data = 0;
   err = coder.ceval('read_function',4, 2, 12, coder.wref(data));
   parameter = data;
</code></pre>
<ul>
<li>Problem here is that <code>coder.wref</code> is not supported in Matlab and therefore doesn't work in the InitFcn. (Please correct me if I'm wrong)
This only seems to work inside a Matlab-Function-Block:</li>
</ul>
<pre><code>   Error evaluating 'InitFcn' callback of block_diagram 'Model'.
   Caused by:
   The coder.wref function is not supported in MATLAB.
</code></pre>
<p>So my problem with the second approach is, that I can't call the C-function during initialization.</p>
<ol start=""3"">
<li>Using a Matlab-function-Block to read the parameters isn't really an option, since I would have to route all the signals out which makes maintaining and further development of the model really hard. Also my  suggestion is, that the model would not even run because the parameters are needed to initialize the model.</li>
</ol>
<p><strong>Questions:</strong></p>
<ol>
<li>Is there a way to make one of the above approaches work? If yes, how? Where is my mistake?</li>
<li>Is there another (simpler) option to pass the data as an array or struct to my model?</li>
</ol>
<p>Database looks like this:</p>
<pre><code>Identifier               Default         
latitude                    52.5
longitude                   13.4
electricity_consumption   4000.0
ventilation_stream          50.0
PV_peak                     30.0
PV_orientation               0.0
no_vessels                  28.0
heatpump_exists              1.0
hotwater_consumption      1000.0
.
.
.
</code></pre>
",TME,"['matlab', 'sqlite', 'simulink']",1.0,0.0
498,499,1621816134.0,Stack Overflow,https://stackoverflow.com/questions/67665467/how-to-use-flutter-to-feed-an-image-to-a-matlab-script,How to use flutter to feed an image to a MATLAB script?,"<p>So here is the situation. I have a <strong>MATLAB</strong> script that accepts an image of a leaf as the input and outputs if the leaf is healthy or not.  Now what I want to do is to create a <strong>flutter</strong> application that captures the image and feed that image to the MATLAB script.</p>
<p>Is it possible? If yes, how will I be able to do this? Thank you everyone.</p>
<p>P.S. I am not asking for the specific code, but just a guide on how will I be able to do this if it is possible.</p>
",helpme,"['matlab', 'flutter']",0.0,-1.0
